Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Unnamed - North of Strawberry Mountain</a>",Unnamed - North of Strawberry Mountain,,Wenatchee National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: USFS; Manager: WA State Parks",Free - No fee or pass,,,Facilites: Groomed Snowmobile Trails,Elevation: 3520 ft,Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Verify,48.878804,-119.059640,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Highlands</a>",Highlands,,Wenatchee National Forest,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"18 miles of trails; Elevation: 3830 ft; Parking: 15 spaces.",Winter Sports: Cross Country Skiing,Skate lane. Tralis are shared with snowmobile users. Two parking lots on USFS 3230.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.803502,-119.205036,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Lake Wenatchee Sno-Park - North</a>",Lake Wenatchee Sno-Park - North,,Lake Wenatchee State Park,Emergency Contact: Chelan County Sheriff's Office - 509-663-9911,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,Owner: WA State Parks,Pass: Sno-Park Permit & Non-Motorized Sticke,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"3 miles of trails; Elevation: 1875 ft; Parking: 100 spaces between the north and south Sno-Parks",,Three miles of gromed skate trails.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.812557,-120.721090,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Lake Wenatchee Sno-Park - South</a>",Lake Wenatchee Sno-Park - South,,Lake Wenatchee State Park,Emergency Contact: Chelan County Sheriff's Office - 509-663-9911,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,Owner: WA State Parks,Pass: Sno-Park Permit & Non-Motorized Sticke,"Amenities: Bathroom, Campground",,Facilites: Groomed Cross Country Trails,"22 miles of trails; Elevation: 1875 ft; Parking: 100 spaces combined (North and South)","Winter Sports: Cross Country Skiing, Sledding, Snowshoeing","The South Park offers a tubing hill, designated snow play area and day-use area open for camping (additional fees may apply--see Lake Wenatchee State Park web page. There is no tubing or snow play area in the North.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.806541,-120.726524,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Chiwawa</a>",Chiwawa,,Wenatchee National Forest,Emergency Contact: Chelan County Sheriff's Office - 509-663-9911,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,Owner: WA State Parks,Pass: Sno-Park Permit & Non-Motorized Sticke,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"10 miles of trails; Elevation: 1920 ft; Parking: 50 spaces","Winter Sports: Cross Country Skiing, Snowshoeing",See & Ski Trail groomed for track and skate skiing (6.5 km). Flying Loop (4.8 km) and Squirrel Run (4 km) trails are not groomed and are suitable for either skiers or snowshoers.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.818098,-120.695292,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/465/Greenwater-Yakima target=""_blank"">Sun Top</a>",Sun Top,,Mt Baker-Snoqualmie National Forest,Emergency Contact: Pierce County Sheriff's Office - 253-798-4721,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,,,,"Elevation: 2250 ft; Parking: 20 spaces","Winter Sports: Cross Country Skiing, Snowshoeing",Backcountry experience. Dog friendly sno-park. No groomed trails.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.066697,-121.594698,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/465/Greenwater-Yakima target=""_blank"">Crow Lake Way</a>",Crow Lake Way,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"7 miles of trails; Elevation: 3400 ft; Parking: 14 spaces",Winter Sports: Cross Country Skiing,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.952322,-121.306473,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/465/Greenwater-Yakima target=""_blank"">Union Creek Sno-Park</a>",Union Creek Sno-Park,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,,,,"Elevation: 3410 ft; Parking: 8 spaces",Winter Sports: Cross Country Skiing,No groomed trails - backcountry experience with a marked route.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.932902,-121.358249,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/465/Greenwater-Yakima target=""_blank"">North Fork Tieton</a>",North Fork Tieton,,Wenatchee National Forest,"Emergency Contact: Yakima County Sheriff's Office
509-574-2500",,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"12 miles of trails; Elevation: 3100 ft; Parking: 15 spaces",Winter Sports: Cross Country Skiing,"Sanitary facilities; nearest public phone is at Silver Beach Resort. 12 miles of groome track and a small stretch of marked ungroomed trail.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.622284,-121.300762,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/615/Inland-Northeast-Southeast target=""_blank"">Sherman Pass</a>",Sherman Pass,,Colville National Forest,Emergency Contact: Ferry County Sheriff's Office - 509-775-3132,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,,,,"Elevation: 5575 ft; Parking: 25 spaces - Parking on the north side of the pass",Winter Sports: Cross Country Skiing,Backcountry experience with trails that are marked but not groomed.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.608712,-118.476853,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/615/Inland-Northeast-Southeast target=""_blank"">Deer Creek Nordic Sno-Park</a>",Deer Creek Nordic Sno-Park,,Colville National Forest,Emergency Contact: Ferry County Sheriff's Office - 509-775-3132,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"Elevation: 4600 ft; Parking: 20 spaces",Winter Sports: Cross Country Skiing,"Six miles of dual tracks, skate lane; marked un-groomed trails; dog-friendly trails
Sanitary facilities, ski patrol, instruction area, campground, scenic view points.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.864874,-118.397412,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/615/Inland-Northeast-Southeast target=""_blank"">Geophysical Sno-Park</a>",Geophysical Sno-Park,,Colville National Forest,Emergency Contact: Pend Oreille Sherriff's Office - 50-447-3151,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"7 miles of trails; Elevation: 2480 ft; Parking: 20 spaces",Winter Sports: Cross Country Skiing,7 miles of groomed skate lanes.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.253889,-117.121183,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/465/Greenwater-Yakima target=""_blank"">Goose Egg Sno-Park</a>",Goose Egg Sno-Park,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Cross Country Trails,"Elevation: 2575 ft; Parking: 10 spaces",Winter Sports: Cross Country Skiing,Grooming is sporadic.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.667399,-121.088893,Sno-Park or Winter Trailhead
,Unnamed - just north of White Salmon Lodge,Unnamed - just north of White Salmon Lodge,,Mt Baker-Snoqualmie National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Free - No fee or pass,,,,Elevation: 3412 ft,,Parking area on SR542 - not currently used as a sno-park.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Closed,48.866385,-121.654832,Sno-Park or Winter Trailhead
,"<a href=http://www.dnr.wa.gov/managed-lands/forest-and-trust-lands/elbe-hills-and-tahoma-state-forests target=""_blank"">1 Road Sno-Park</a>",1 Road Sno-Park,,Tahoma State Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Winter Trail Access,"Owner: WDNR; Manager: WA State Parks",Pass: Sno-Park Permit & Discover Pass,,,Facilites: Groomed Cross Country Trails,Elevation: 2360 ft,"Winter Sports: Cross Country Skiing, Snowshoeing",This Sno-Park provides cross-country skier and snowshoer access to Mount Tahoma trail system and three huts. The location of the Sno-Park moves depending on the snow level  use the lower parking area if the gate to the upper area is locked.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.705951,-121.993455,Sno-Park or Winter Trailhead
,"<a href=http://www.dnr.wa.gov/managed-lands/forest-and-trust-lands/elbe-hills-and-tahoma-state-forests target=""_blank"">Road 92</a>",Road 92,,Elbe Hills State Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Winter Trail Access,"Owner: WDNR; Manager: WA State Parks",Pass: Sno-Park Permit & Discover Pass,"Amenities: Bathroom, Shelter",,Facilites: Groomed Cross Country Trails,"Elevation: 3300 ft; Parking: 30 spaces","Summer Sports: Hiking, Mountain Biking; Winter Sports: Cross Country Skiing, Snowshoeing",This WDNR winter recreation trailhead provides access to cross-country skiing and snow shoeing trails in the Mt Tahoma Trail System.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.782913,-122.050218,Sno-Park or Winter Trailhead
,Upper Wolf,Upper Wolf,,Colville National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",,,,,Elevation: 2280 ft,,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Closed,48.190375,-117.053075,Sno-Park or Winter Trailhead
,"<a href=http://parks.state.wa.us/647/Snow-Play-Sno-Parks target=""_blank"">Fields Spring - South</a>",Fields Spring - South,,Fields Spring State Park,Emergency Contact: Asotin County Sheriff's Office - 509-758-2331,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,Owner: WA State Parks,Pass: Sno-Park Permit & Non-Motorized Sticke,"Amenities: Bathroom, Shelter",,Facilites: Groomed Cross Country Trails,"6 miles of trails; Elevation: 4000 ft; Parking: 50 spaces between the north and south parking areas.","Winter Sports: Cross Country Skiing, Snowshoeing","Six miles of groomed skate lanes, designated showshoe route, tubing hill, snow play area (at the north parking area) and warming hut. No overnight camping at the Sno-Park.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.074890,-117.167035,Sno-Park or Winter Trailhead
,"<a href=http://parks.state.wa.us/647/Snow-Play-Sno-Parks target=""_blank"">Fields Spring - North</a>",Fields Spring - North,,Fields Spring State Park,Emergency Contact: Asotin County Sheriff's Office - 509-758-2331,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,Owner: WA State Parks,Pass: Sno-Park Permit & Non-Motorized Sticke,Amenities: Bathroom,,"Facilites: Groomed Cross Country Trails, Snow Play Area, Tubing Hill","6 miles of trails; Elevation: 4000 ft; Parking: 50 spaces between the north and south parking areas.","Winter Sports: Cross Country Skiing, Sledding, Snowshoeing","Six miles of groomed skate lanes, designated showshoe route, tubing hill, snow play area and warming hut. No overnight camping at the Sno-Park.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.080286,-117.168816,Sno-Park or Winter Trailhead
,Snowshoe Parking Lot,Snowshoe Parking Lot,,Mount Spokane State Park,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,Owner: WA State Parks,,,,,Elevation: 3900 ft,,this is at the switchback to Mt Spokane - do not want to advertise due to road safety,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Not Recommended,47.904059,-117.124462,Sno-Park or Winter Trailhead
,"<a href=http://www.deceptionpassfoundation.org/around-the-park/dugualla-state-park/ target=""_blank"">Selkirk Lodge</a>",Selkirk Lodge,,Mount Spokane State Park,,,Season: Winter (Open),,Recreation Facilities,Shelter,Shelter with Facilities,Owner: WA State Parks,Pass: Sno-Park Permit & Non-Motorized Sticker,"Amenities: Bathroom, Picnic Tables, Potable Water",,,,,"The Selkirk Lodge has indoor plumbing, water, tables and sells passes.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.903396,-117.099605,Shelter
,Downriver Golf Course,Downriver Golf Course,,Spokane County,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",,,,,Elevation: 0 ft,,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Closed,47.687484,-117.466237,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/615/Inland-Northeast-Southeast target=""_blank"">Frater Lake</a>",Frater Lake,,Colville National Forest,Emergency Contact: Pend Oreille Sheriff's Office - 509-447-3151,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Cross Country Trails,"10 miles of trails; Elevation: 3180 ft; Parking: 15 spaces",Winter Sports: Cross Country Skiing,Sno-park has a warming hut.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.654448,-117.485039,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Hatley Gulch Sno-Park</a>",Hatley Gulch Sno-Park,,Columbia County,Emergency Contact: Columbia County Sheriff's Office - 509-382-2518,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"56 miles of trails; Elevation: 3400 ft",Winter Sports: Snowmobiling,"Sanitary facilities, snow shelter, scenic view points, lodge at Bluewood ski area. This is a suplemental parking area if the road to Ecker Mountain is not open.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.294841,-117.820995,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Nason Ridge</a>",Nason Ridge,,Chelan County,Emergency Contact: Chelan County Sheriff's Office - 509-663-9911,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Private; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Cross Country Trails,"17 miles of trails; Elevation: 2000 ft; Parking: 20 spaces",Winter Sports: Cross Country Skiing,Sno-Park is at the entrance to Kahler Glen Golf Course. It provides alternate access to trails in Lake Wenatchee Sno-Park South Park area and Nason Ridge backcountry. Trails to the South and West are on Weyrhauser land and may not be open to the public.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.795373,-120.715507,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/614/South-Cascades target=""_blank"">Ape Cave</a>",Ape Cave,,Gifford Pinchot National Forest,Emergency Contact: Skamania County Sheriff's Office - 509-427-9490,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: NPS; Manager: WA State Parks",Pass: Sno-Park Permit,,,,"Elevation: 0 ft; Parking: 15 spaces","Winter Sports: Cross Country Skiing, Snowshoeing",Backcountry experience - no groomed trails or sanitary facilities.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Verify,46.099648,-122.213447,Sno-Park or Winter Trailhead
