Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
"<img src='http://www.seattle.gov/images/Departments/ParksAndRecreation/Parks/General/BenchThumb.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.seattle.gov/parks/find/parks/broadway-hill-park target=""_blank"">Broadway Hill Park</a>",Broadway Hill Park,,"500 Federal Ave E, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Seattle,Free - No fee or pass,Amenities: BBQ Grill,,,,,"This park serves as a frong port and public yard for the neighborhood. It has a large lawn area, seating, BBBQ, garden and landscaping.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.623365,-122.318529,Neighborhood Park
,Bullitt Life Estate,Bullitt Life Estate,,King County,,,,,Recreation Areas,Park,,"Owner: Seattle; Manager: Unknown",,,,,,,Identified as a Life Estate. Not sure if it should be added,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Verify,47.629176,-122.322908,Neighborhood Park
"<img src='http://www.seattle.gov/images/Departments/ParksAndRecreation/Parks/ABC/CaytonCornerThumb.jpg'/ alt=""No Photo""height=""150""width=""150"">",Cayton Corner Park,Cayton Corner Park,,"1831 E. Madison St, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,,Owner: Seattle,,,,,,,This part is currently under construction,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Planned,47.616402,-122.307638,Neighborhood Park
,Chinatown/ID Hub Urban Village,Chinatown/ID Hub Urban Village,,"1227 S JACKSON STREET, Seattle",,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,Verify classification,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Verify,47.598746,-122.315977,Neighborhood Park
,Condon Way Centerstrip,Condon Way Centerstrip,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.636925,-122.395074,Other
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4469 target=""_blank"">Crown Hill Park</a>",Crown Hill Park,,"9089 Holman Road NW, Seattle",,Hours: 4 am to 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Playground,,"Facilites: Baseball or Softball Field, Paved Paths, Skateboard Ramps, Soccer Field",,,"This park has ballfield renovations, walkways, entries, open space, areas for play, seating, plantings and a skate dot.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.696562,-122.373394,Neighborhood Park
,Daybreak Star,Daybreak Star,,"5011 Bernie Whitebear Way, Seattle",,,,,Attraction,Museum,Cultural Intepretive Center,"Owner: Seattle; Manager: United Indians of All",,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.667477,-122.416610,Interpretive Center or Site
"<img src='http://www.seattle.gov/images/Departments/ParksAndRecreation/Parks/DEF/DelridgePlayfield-th.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.seattle.gov/parks/find/parks/delridge-playfield target=""_blank"">Delridge and Myrtle</a>",Delridge and Myrtle,,"4458 Delridge Way SW, Seattle",,Hours: 4am-11:30pm,Season: Spring to Fall,,Recreation Areas,Park,Sports Fields,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, BBQ Grill, Playground, Potable Water",Features: Public Art,"Facilites: Baseball or Softball Field, Basketball Court, Exercise Station, Skateboard Ramps, Soccer Field, Tennis Court, Wading or Splash Pool",,,"The playfield is adjacent to Delridge Community Center and features large open lawn spaces perfect for playing catch or flying a kite, big trees, and a playground for the kids.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.539954,-122.360193,Sports Fields
,Demonstration Garden,Demonstration Garden,,King County,,,,,Attraction,Gardens,Theme Garden,"Owner: Seattle; Manager: Unknown",,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.663380,-122.332133,Garden
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=309 target=""_blank"">Denny Park</a>",Denny Park,,Powerhouse Canal Pathway,,Hours: 4 am - 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Seattle,Free - No fee or pass,Amenities: Playground,"Features: Accessible Facilities, Off-Leash Area",Facilites: Paved Paths,,,"A peaceful green island in a sea of traffic, this park lies on the central business district's northern fringe, and is surrounded by major thoroughfares. Broad pathways planted with rhododendrons and azaleas lead to a central circle.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.619130,-122.341049,Neighborhood Park
,Duwamish Head Greenbelt,Duwamish Head Greenbelt,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.585550,-122.378005,Recreation Area
"<img src='http://www.seattle.gov/images/Departments/ParksAndRecreation/Parks/General/NaturalAreaThumb.jpg'/ alt=""No Photo""height=""150""width=""150"">",East Duwamish Greenspace,East Duwamish Greenspace,,King County,,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,Natural Area,Owner: Seattle,Free - No fee or pass,,,,,,This greenbelt is made up of a series of parcesl that form a natural area.,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.537744,-122.295196,Recreation Area
,Fairmount Park,Fairmount Park,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.580236,-122.382217,Recreation Area
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=293 target=""_blank"">Gas Works Park</a>",Gas Works Park,,"2101 N Northlake Way, Seattle",,Hours: 6 am - 10 pm,Season: Year round (Open),,Recreation Areas,Park,Community Park,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, Picnic Shelter, Picnic Tables, Playground","Features: Accessible Facilities, Historic Site, Scenic View",Facilites: Paved Paths,,,"Gas Works Park has a play area with a large play barn, and big hill popular for flying kites. Special park features include a sundial, and a beautiful view of Seattle. There is no lake access from this park.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.645690,-122.334986,Community Park
,Greenwood-Phinney RUV,Greenwood-Phinney RUV,,"8102 Greenwood Ave N, Seattle",,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.687888,-122.354958,Neighborhood Park
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=245 target=""_blank"">Greenwood Triangle</a>",Greenwood Triangle,,"304 NW 55th St, Seattle",,Hours: 4 am - 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,"Deeded to Ballard in 1895 (annexed 1907), the triangle is all that remains of the large, original Greenwood Park to the east.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.668904,-122.361033,Other
"<img src='http://www.seattle.gov/images/Departments/ParksAndRecreation/Parks/General/FishingThumb.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.seattle.gov/parks/find/parks/haller-lake-street-end target=""_blank"">Haller Lake Community St End</a>",Haller Lake Community St End,,"N 125th St / Densmore Ave N, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Access,Water Access,Fishing Access,Owner: Seattle,,,Features: Lake Access,,,Summer Sports: Fishing,"This small park provides public access to the west side of Haller Lake, along the North 125th Street right-of-way. Perfect for picnics and bird watching.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.719570,-122.336069,Fishing
,Harbor Patrol Office and Shop,Harbor Patrol Office and Shop,,"2000 N Northlake Way, Seattle",,,,,Public Safety,Law Enforcement Office,Harbor Patrol,"Owner: Seattle & WDNR; Manager: Seattle Harbor Patrol",,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.645522,-122.337484,Other
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=3695 target=""_blank"">Harvard-Miller/Roanoke Annex</a>",Harvard-Miller/Roanoke Annex,,"2351 Broadway E, Seattle",,Hours: 4 am - 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,This is a small triangle-shaped lawn area.,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.641090,-122.321643,Other
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=3983 target=""_blank"">Highland Drive Parkway</a>",Highland Drive Parkway,,"165 Highland Drive, Seattle",,Hours: 4 am - 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.629810,-122.352929,Other
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=3979 target=""_blank"">Highland Place</a>",Highland Place,,"93  Highland Drive, Seattle",,Hours: 4 am - 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,"No sign, just an ordinary traffic triangle with some grass and boulders on it.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.629657,-122.355466,Other
,Hillman P-Patch,Hillman P-Patch,,King County,,,,,Attraction,Gardens,Theme Garden,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.552435,-122.274831,Garden
,Homewood Park,Homewood Park,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.715116,-122.298721,Recreation Area
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=3905 target=""_blank"">Hyde Place</a>",Hyde Place,,"3811 E Madison St, Seattle",,Hours: 4 am - 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,"This park is named in honor of D.N. Hyde, member of the first City Council 1870.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.632304,-122.282888,Other
,ID/Chinatown Community Center,ID/Chinatown Community Center,,"701 8TH AVE S, Seattle",,,,,Community Spaces,Community Center,Public Community Center,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.596054,-122.322834,Other
,Jim Ellis Freeway Park,Jim Ellis Freeway Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.609471,-122.330903,Neighborhood Park
,Kingfisher Natural Area on TC,Kingfisher Natural Area on TC,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.702841,-122.309526,Recreation Area
"<img src='http://www.seattle.gov/images/Departments/ParksAndRecreation/Parks/General/SequoiaThumb.jpg'/ alt=""No Photo""height=""150""width=""150"">",Lake City Memorial Triangle,Lake City Memorial Triangle,,"12356 Lake City Way NE, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,This small triangle has shrubbery and a flagpole,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.718821,-122.295267,Other
,Lake City Urban Hub Village,Lake City Urban Hub Village,,"12510 33RD AVENUE NE, Seattle",,,,,Area,Commercial Areas,Shopping Center,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.719836,-122.292465,Other
,"<a href=http://www.seattle.gov/parks/find/parks/lakeview-place target=""_blank"">Lakeview Place</a>",Lakeview Place,,"1042 Lakeview Blvd E, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,This space is a small and steep slope with trees.,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.629390,-122.325707,Other
,"<a href=http://www.seattle.gov/parks/find/parks/lambert-place target=""_blank"">Lambert Place</a>",Lambert Place,,"38TH AVE E / E MADISON ST, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,"This park is a small triangle named for the original donor, Dan Lambert.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.632018,-122.283838,Other
,"<a href=http://www.seattle.gov/parks/find/parks/landing-parkway target=""_blank"">Landing Parkway</a>",Landing Parkway,,"4099 S Horton St, Seattle",,Hours: 4am-11:30pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,"Named for its role as an approach route to a boat ramp, the Parkway consists of S. Horton Street between Sierra Place (Sierra Dr S) and Lake Washington Blvd.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.573327,-122.281919,Other
,Langston Hughes Annex,Langston Hughes Annex,,"1700 E YESLER WAY, Seattle",,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.601853,-122.309871,Neighborhood Park
,Langston Hughes Cultural Arts,Langston Hughes Cultural Arts,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.601204,-122.309710,Neighborhood Park
,Laurelhurst Recreation Center,Laurelhurst Recreation Center,,King County,,,,,Recreation Areas,Park,,"Owner: Unknown; Manager: Seattle",,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.662242,-122.277596,Neighborhood Park
,LaVilla Meadows NA on TC,LaVilla Meadows NA on TC,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.702222,-122.300461,Recreation Area
,Longfellow Creek Greenspace,Longfellow Creek Greenspace,,King County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.546485,-122.365950,Recreation Area
